Company ID;Event ID;Event description;Order number;Order date;Order time;Stat order date;Stat L/D;Delivery;Payment;Table number;Customer name;Department;I/T;Item;Variants;Item with variants;Quantity;Price;Amount
20;3;FESTA D'AUTUNNO 2026;4;2026-09-05;15:41:12;2026-09-05;L;T;C;105;;SECONDI;K;BRACIOLA;;BRACIOLA;2,00;7,00;14,00
20;3;FESTA D'AUTUNNO 2026;4;2026-09-05;15:41:12;2026-09-05;L;T;C;105;;SECONDI;K;SALSICCE;;SALSICCE;1,00;6,00;6,00
20;3;FESTA D'AUTUNNO 2026;4;2026-09-05;15:41:12;2026-09-05;L;T;C;105;;SECONDI;K;BIS;;BIS;1,00;6,50;6,50
20;3;FESTA D'AUTUNNO 2026;4;2026-09-05;15:41:12;2026-09-05;L;T;C;105;;SECONDI;K;TRIS;;TRIS;2,00;11,00;22,00
20;3;FESTA D'AUTUNNO 2026;4;2026-09-05;15:41:12;2026-09-05;L;T;C;105;;BAR;I;CARAFFA BIONDA;;CARAFFA BIONDA;1,00;12,00;12,00
20;3;FESTA D'AUTUNNO 2026;4;2026-09-05;15:41:12;2026-09-05;L;T;C;105;;BAR;I;CARAFFA ROSSA;;CARAFFA ROSSA;1,00;13,00;13,00
20;3;FESTA D'AUTUNNO 2026;4;2026-09-05;15:41:12;2026-09-05;L;T;C;105;;BAR;I;SGROPPINO;;SGROPPINO;2,00;2,50;5,00
20;3;FESTA D'AUTUNNO 2026;5;2026-09-05;15:43:39;2026-09-05;L;T;C;409;;PRIMI;K;GNOCCHI FORMAGGI;;GNOCCHI FORMAGGI;2,00;6,00;12,00
20;3;FESTA D'AUTUNNO 2026;5;2026-09-05;15:43:39;2026-09-05;L;T;C;409;;PRIMI;K;GNOCCHI RAGU';;GNOCCHI RAGU';2,00;6,00;12,00
20;3;FESTA D'AUTUNNO 2026;5;2026-09-05;15:43:39;2026-09-05;L;T;C;409;;SECONDI;K;BIS;;BIS;1,00;6,50;6,50
20;3;FESTA D'AUTUNNO 2026;5;2026-09-05;15:43:39;2026-09-05;L;T;C;409;;SECONDI;K;TRIS;;TRIS;2,00;11,00;22,00
20;3;FESTA D'AUTUNNO 2026;5;2026-09-05;15:43:39;2026-09-05;L;T;C;409;;SECONDI;K;PIATTO SAGRA;;PIATTO SAGRA;2,00;14,00;28,00
20;3;FESTA D'AUTUNNO 2026;5;2026-09-05;15:43:39;2026-09-05;L;T;C;409;;SECONDI;I;FAGIOLI CIPOLLA;;FAGIOLI CIPOLLA;1,00;3,00;3,00
20;3;FESTA D'AUTUNNO 2026;5;2026-09-05;15:43:39;2026-09-05;L;T;C;409;;SECONDI;I;PATATE FRITTE;;PATATE FRITTE;2,00;3,00;6,00
20;3;FESTA D'AUTUNNO 2026;5;2026-09-05;15:43:39;2026-09-05;L;T;C;409;;BAR;I;BIONDA MEDIA;;BIONDA MEDIA;2,00;5,00;10,00
20;3;FESTA D'AUTUNNO 2026;5;2026-09-05;15:43:39;2026-09-05;L;T;C;409;;BAR;I;COCACOLA;;COCACOLA;2,00;3,50;7,00
20;3;FESTA D'AUTUNNO 2026;5;2026-09-05;15:43:39;2026-09-05;L;T;C;409;;BAR;I;ARANCIATA;;ARANCIATA;1,00;3,00;3,00
20;3;FESTA D'AUTUNNO 2026;5;2026-09-05;15:43:39;2026-09-05;L;T;C;409;;BAR;I;ACQUA FRIZZANTE LITRO;;ACQUA FRIZZANTE LITRO;1,00;3,00;3,00
20;3;FESTA D'AUTUNNO 2026;6;2026-09-06;01:01:44;2026-09-05;D;T;C;106;;PRIMI;K;PENNE RAGU';;PENNE RAGU';1,00;6,00;6,00
20;3;FESTA D'AUTUNNO 2026;6;2026-09-06;01:01:44;2026-09-05;D;T;C;106;;PRIMI;K;PENNE FORMAGGI;;PENNE FORMAGGI;2,00;6,00;12,00
20;3;FESTA D'AUTUNNO 2026;6;2026-09-06;01:01:44;2026-09-05;D;T;C;106;;PRIMI;K;GNOCCHI RAGU';;GNOCCHI RAGU';2,00;6,00;12,00
20;3;FESTA D'AUTUNNO 2026;6;2026-09-06;01:01:44;2026-09-05;D;T;C;106;;SECONDI;K;BRACIOLA;;BRACIOLA;1,00;7,00;7,00
20;3;FESTA D'AUTUNNO 2026;6;2026-09-06;01:01:44;2026-09-05;D;T;C;106;;SECONDI;K;SALSICCE;;SALSICCE;2,00;6,00;12,00
20;3;FESTA D'AUTUNNO 2026;6;2026-09-06;01:01:44;2026-09-05;D;T;C;106;;SECONDI;K;BIS;;BIS;1,00;6,50;6,50
20;3;FESTA D'AUTUNNO 2026;6;2026-09-06;01:01:44;2026-09-05;D;T;C;106;;SECONDI;K;TRIS;;TRIS;1,00;11,00;11,00
20;3;FESTA D'AUTUNNO 2026;6;2026-09-06;01:01:44;2026-09-05;D;T;C;106;;SECONDI;I;PATATE FRITTE;;PATATE FRITTE;3,00;3,00;9,00
20;3;FESTA D'AUTUNNO 2026;6;2026-09-06;01:01:44;2026-09-05;D;T;C;106;;SECONDI;I;FAGIOLI CIPOLLA;;FAGIOLI CIPOLLA;1,00;3,00;3,00
20;3;FESTA D'AUTUNNO 2026;6;2026-09-06;01:01:44;2026-09-05;D;T;C;106;;SECONDI;I;VERDURE GRIGLIATE;;VERDURE GRIGLIATE;1,00;3,50;3,50
20;3;FESTA D'AUTUNNO 2026;6;2026-09-06;01:01:44;2026-09-05;D;T;C;106;;BAR;I;CARAFFA BIONDA;;CARAFFA BIONDA;1,00;12,00;12,00
20;3;FESTA D'AUTUNNO 2026;6;2026-09-06;01:01:44;2026-09-05;D;T;C;106;;BAR;I;ACQUA NATURALE LITRO;;ACQUA NATURALE LITRO;1,00;3,00;3,00
20;3;FESTA D'AUTUNNO 2026;6;2026-09-06;01:01:44;2026-09-05;D;T;C;106;;BAR;I;COCACOLA;;COCACOLA;2,00;3,50;7,00
20;3;FESTA D'AUTUNNO 2026;6;2026-09-06;01:01:44;2026-09-05;D;T;C;106;;BAR;I;SGROPPINO;;SGROPPINO;4,00;2,50;10,00
20;3;FESTA D'AUTUNNO 2026;7;2026-09-06;01:03:20;2026-09-05;D;T;C;106;;PRIMI;K;GNOCCHI RAGU';;GNOCCHI RAGU';3,00;6,00;18,00
20;3;FESTA D'AUTUNNO 2026;7;2026-09-06;01:03:20;2026-09-05;D;T;C;106;;SECONDI;K;BIS;;BIS;2,00;6,50;13,00
20;3;FESTA D'AUTUNNO 2026;7;2026-09-06;01:03:20;2026-09-05;D;T;C;106;;SECONDI;K;TRIS;;TRIS;1,00;11,00;11,00
20;3;FESTA D'AUTUNNO 2026;7;2026-09-06;01:03:20;2026-09-05;D;T;C;106;;SECONDI;I;PATATE FRITTE;;PATATE FRITTE;2,00;3,00;6,00
20;3;FESTA D'AUTUNNO 2026;7;2026-09-06;01:03:20;2026-09-05;D;T;C;106;;SECONDI;I;FAGIOLI CIPOLLA;;FAGIOLI CIPOLLA;1,00;3,00;3,00
20;3;FESTA D'AUTUNNO 2026;7;2026-09-06;01:03:20;2026-09-05;D;T;C;106;;BAR;I;BIONDA MEDIA;;BIONDA MEDIA;2,00;5,00;10,00
20;3;FESTA D'AUTUNNO 2026;7;2026-09-06;01:03:20;2026-09-05;D;T;C;106;;BAR;I;ROSSA MEDIA;;ROSSA MEDIA;1,00;5,50;5,50
20;3;FESTA D'AUTUNNO 2026;7;2026-09-06;01:03:20;2026-09-05;D;T;C;106;;BAR;I;SGROPPINO;;SGROPPINO;3,00;2,50;7,50
20;3;FESTA D'AUTUNNO 2026;8;2026-09-06;01:04:11;2026-09-05;D;T;E;304;;PRIMI;K;GNOCCHI RAGU';;GNOCCHI RAGU';2,00;6,00;12,00
20;3;FESTA D'AUTUNNO 2026;8;2026-09-06;01:04:11;2026-09-05;D;T;E;304;;PRIMI;K;GNOCCHI FORMAGGI;;GNOCCHI FORMAGGI;2,00;6,00;12,00
20;3;FESTA D'AUTUNNO 2026;8;2026-09-06;01:04:11;2026-09-05;D;T;E;304;;PRIMI;I;LASAGNE AUTUNNO;;LASAGNE AUTUNNO;1,00;7,50;7,50
20;3;FESTA D'AUTUNNO 2026;8;2026-09-06;01:04:11;2026-09-05;D;T;E;304;;SECONDI;K;TRIS;;TRIS;3,00;11,00;33,00
20;3;FESTA D'AUTUNNO 2026;8;2026-09-06;01:04:11;2026-09-05;D;T;E;304;;SECONDI;K;PIATTO SAGRA;;PIATTO SAGRA;2,00;14,00;28,00
20;3;FESTA D'AUTUNNO 2026;8;2026-09-06;01:04:11;2026-09-05;D;T;E;304;;BAR;I;CARAFFA BIONDA;;CARAFFA BIONDA;1,00;12,00;12,00
20;3;FESTA D'AUTUNNO 2026;8;2026-09-06;01:04:11;2026-09-05;D;T;E;304;;BAR;I;COCACOLA;;COCACOLA;3,00;3,50;10,50
20;3;FESTA D'AUTUNNO 2026;8;2026-09-06;01:04:11;2026-09-05;D;T;E;304;;BAR;I;ARANCIATA;;ARANCIATA;1,00;3,00;3,00
20;3;FESTA D'AUTUNNO 2026;8;2026-09-06;01:04:11;2026-09-05;D;T;E;304;;BAR;I;ACQUA NATURALE LITRO;;ACQUA NATURALE LITRO;1,00;3,00;3,00
20;3;FESTA D'AUTUNNO 2026;8;2026-09-06;01:04:11;2026-09-05;D;T;E;304;;BAR;I;CREMA CAFFE';;CREMA CAFFE';2,00;2,50;5,00
20;3;FESTA D'AUTUNNO 2026;8;2026-09-06;01:04:11;2026-09-05;D;T;E;304;;BAR;I;SGROPPINO;;SGROPPINO;3,00;2,50;7,50
20;3;FESTA D'AUTUNNO 2026;9;2026-09-06;01:05:55;2026-09-05;D;A;E;;PIPPO BAUDO;PRIMI;K;PENNE RAGU';;PENNE RAGU';3,00;6,00;18,00
20;3;FESTA D'AUTUNNO 2026;9;2026-09-06;01:05:55;2026-09-05;D;A;E;;PIPPO BAUDO;PRIMI;K;PENNE FORMAGGI;;PENNE FORMAGGI;3,00;6,00;18,00
20;3;FESTA D'AUTUNNO 2026;9;2026-09-06;01:05:55;2026-09-05;D;A;E;;PIPPO BAUDO;PRIMI;K;GNOCCHI RAGU';;GNOCCHI RAGU';3,00;6,00;18,00
20;3;FESTA D'AUTUNNO 2026;9;2026-09-06;01:05:55;2026-09-05;D;A;E;;PIPPO BAUDO;PRIMI;K;GNOCCHI FORMAGGI;;GNOCCHI FORMAGGI;3,00;6,00;18,00
20;3;FESTA D'AUTUNNO 2026;9;2026-09-06;01:05:55;2026-09-05;D;A;E;;PIPPO BAUDO;SECONDI;K;SALSICCE;;SALSICCE;3,00;6,00;18,00
20;3;FESTA D'AUTUNNO 2026;9;2026-09-06;01:05:55;2026-09-05;D;A;E;;PIPPO BAUDO;SECONDI;K;COSTICINE;;COSTICINE;3,00;6,00;18,00
20;3;FESTA D'AUTUNNO 2026;9;2026-09-06;01:05:55;2026-09-05;D;A;E;;PIPPO BAUDO;SECONDI;K;BRACIOLA;;BRACIOLA;5,00;7,00;35,00
20;3;FESTA D'AUTUNNO 2026;9;2026-09-06;01:05:55;2026-09-05;D;A;E;;PIPPO BAUDO;SECONDI;K;TRIS;;TRIS;1,00;11,00;11,00
20;3;FESTA D'AUTUNNO 2026;9;2026-09-06;01:05:55;2026-09-05;D;A;E;;PIPPO BAUDO;SECONDI;I;PATATE FRITTE;;PATATE FRITTE;10,00;3,00;30,00
20;3;FESTA D'AUTUNNO 2026;10;2026-09-06;01:07:49;2026-09-05;D;T;E;203;Filippo;PRIMI;K;GNOCCHI RAGU';;GNOCCHI RAGU';3,00;6,00;18,00
20;3;FESTA D'AUTUNNO 2026;10;2026-09-06;01:07:49;2026-09-05;D;T;E;203;Filippo;PRIMI;K;GNOCCHI FORMAGGI;;GNOCCHI FORMAGGI;2,00;6,00;12,00
20;3;FESTA D'AUTUNNO 2026;10;2026-09-06;01:07:49;2026-09-05;D;T;E;203;Filippo;SECONDI;K;BIS;;BIS;2,00;6,50;13,00
20;3;FESTA D'AUTUNNO 2026;10;2026-09-06;01:07:49;2026-09-05;D;T;E;203;Filippo;SECONDI;K;TRIS;;TRIS;3,00;11,00;33,00
20;3;FESTA D'AUTUNNO 2026;10;2026-09-06;01:07:49;2026-09-05;D;T;E;203;Filippo;SECONDI;I;PATATE FRITTE;;PATATE FRITTE;3,00;3,00;9,00
20;3;FESTA D'AUTUNNO 2026;10;2026-09-06;01:07:49;2026-09-05;D;T;E;203;Filippo;SECONDI;I;FAGIOLI CIPOLLA;;FAGIOLI CIPOLLA;2,00;3,00;6,00
20;3;FESTA D'AUTUNNO 2026;10;2026-09-06;01:07:49;2026-09-05;D;T;E;203;Filippo;BAR;I;CARAFFA BIONDA;;CARAFFA BIONDA;1,00;12,00;12,00
20;3;FESTA D'AUTUNNO 2026;10;2026-09-06;01:07:49;2026-09-05;D;T;E;203;Filippo;BAR;I;ROSSA MEDIA;;ROSSA MEDIA;2,00;5,50;11,00
20;3;FESTA D'AUTUNNO 2026;10;2026-09-06;01:07:49;2026-09-05;D;T;E;203;Filippo;BAR;I;ACQUA NATURALE LITRO;;ACQUA NATURALE LITRO;1,00;3,00;3,00
20;3;FESTA D'AUTUNNO 2026;10;2026-09-06;01:07:49;2026-09-05;D;T;E;203;Filippo;BAR;I;MERINGATA;;MERINGATA;2,00;3,50;7,00
20;3;FESTA D'AUTUNNO 2026;10;2026-09-06;01:07:49;2026-09-05;D;T;E;203;Filippo;BAR;I;TARTUFO BIANCO;;TARTUFO BIANCO;1,00;3,50;3,50
20;3;FESTA D'AUTUNNO 2026;10;2026-09-06;01:07:49;2026-09-05;D;T;E;203;Filippo;BAR;I;TARTUFO NERO;;TARTUFO NERO;1,00;3,50;3,50
20;3;FESTA D'AUTUNNO 2026;10;2026-09-06;01:07:49;2026-09-05;D;T;E;203;Filippo;BAR;I;CAFFE';;CAFFE';1,00;1,00;1,00
20;3;FESTA D'AUTUNNO 2026;10;2026-09-06;01:07:49;2026-09-05;D;T;E;203;Filippo;BAR;I;CAFFE';CORRETTO GRAPPA;CAFFE' CORRETTO GRAPPA;4,00;1,50;6,00
20;3;FESTA D'AUTUNNO 2026;11;2026-09-06;08:33:41;2026-09-05;D;T;C;206;;PRIMI;K;GNOCCHI RAGU';;GNOCCHI RAGU';1,00;6,00;6,00
20;3;FESTA D'AUTUNNO 2026;11;2026-09-06;08:33:41;2026-09-05;D;T;C;206;;PRIMI;K;GNOCCHI FORMAGGI;;GNOCCHI FORMAGGI;1,00;6,00;6,00
20;3;FESTA D'AUTUNNO 2026;11;2026-09-06;08:33:41;2026-09-05;D;T;C;206;;SECONDI;K;BRACIOLA;;BRACIOLA;1,00;7,00;7,00
20;3;FESTA D'AUTUNNO 2026;11;2026-09-06;08:33:41;2026-09-05;D;T;C;206;;SECONDI;K;BIS;;BIS;1,00;6,50;6,50
20;3;FESTA D'AUTUNNO 2026;11;2026-09-06;08:33:41;2026-09-05;D;T;C;206;;BAR;I;BIONDA MEDIA;;BIONDA MEDIA;2,00;5,00;10,00
20;3;FESTA D'AUTUNNO 2026;12;2026-09-06;08:56:45;2026-09-05;D;T;E;206;Davide;PRIMI;K;GNOCCHI FORMAGGI;;GNOCCHI FORMAGGI;2,00;6,00;12,00
20;3;FESTA D'AUTUNNO 2026;12;2026-09-06;08:56:45;2026-09-05;D;T;E;206;Davide;SECONDI;K;SALSICCE;;SALSICCE;1,00;6,00;6,00
20;3;FESTA D'AUTUNNO 2026;12;2026-09-06;08:56:45;2026-09-05;D;T;E;206;Davide;SECONDI;K;BRACIOLA;;BRACIOLA;1,00;7,00;7,00
20;3;FESTA D'AUTUNNO 2026;12;2026-09-06;08:56:45;2026-09-05;D;T;E;206;Davide;SECONDI;K;TRIS;;TRIS;2,00;11,00;22,00
20;3;FESTA D'AUTUNNO 2026;12;2026-09-06;08:56:45;2026-09-05;D;T;E;206;Davide;BAR;I;BIONDA MEDIA;;BIONDA MEDIA;3,00;5,00;15,00
20;3;FESTA D'AUTUNNO 2026;12;2026-09-06;08:56:45;2026-09-05;D;T;E;206;Davide;BAR;I;ROSSA MEDIA;;ROSSA MEDIA;1,00;5,50;5,50
20;3;FESTA D'AUTUNNO 2026;13;2026-09-06;09:14:59;2026-09-05;D;T;E;205;;PRIMI;K;PENNE RAGU';;PENNE RAGU';2,00;6,00;12,00
20;3;FESTA D'AUTUNNO 2026;13;2026-09-06;09:14:59;2026-09-05;D;T;E;205;;PRIMI;I;LASAGNE AUTUNNO;;LASAGNE AUTUNNO;1,00;7,50;7,50
20;3;FESTA D'AUTUNNO 2026;13;2026-09-06;09:14:59;2026-09-05;D;T;E;205;;PRIMI;I;ANTIPASTO AUTUNNO;;ANTIPASTO AUTUNNO;1,00;6,00;6,00
20;3;FESTA D'AUTUNNO 2026;13;2026-09-06;09:14:59;2026-09-05;D;T;E;205;;SECONDI;K;SALSICCE;;SALSICCE;1,00;6,00;6,00
20;3;FESTA D'AUTUNNO 2026;13;2026-09-06;09:14:59;2026-09-05;D;T;E;205;;SECONDI;K;COSTICINE;;COSTICINE;1,00;6,00;6,00
20;3;FESTA D'AUTUNNO 2026;13;2026-09-06;09:14:59;2026-09-05;D;T;E;205;;SECONDI;K;BRACIOLA;;BRACIOLA;1,00;7,00;7,00
20;3;FESTA D'AUTUNNO 2026;13;2026-09-06;09:14:59;2026-09-05;D;T;E;205;;BAR;I;BIONDA MEDIA;;BIONDA MEDIA;3,00;5,00;15,00
20;3;FESTA D'AUTUNNO 2026;14;2026-09-06;09:15:38;2026-09-05;D;T;C;306;;PRIMI;K;GNOCCHI RAGU';;GNOCCHI RAGU';1,00;6,00;6,00
20;3;FESTA D'AUTUNNO 2026;14;2026-09-06;09:15:38;2026-09-05;D;T;C;306;;PRIMI;K;GNOCCHI FORMAGGI;;GNOCCHI FORMAGGI;1,00;6,00;6,00
20;3;FESTA D'AUTUNNO 2026;14;2026-09-06;09:15:38;2026-09-05;D;T;C;306;;SECONDI;K;BRACIOLA;;BRACIOLA;2,00;7,00;14,00
20;3;FESTA D'AUTUNNO 2026;14;2026-09-06;09:15:38;2026-09-05;D;T;C;306;;SECONDI;I;PATATE FRITTE;;PATATE FRITTE;2,00;3,00;6,00
20;3;FESTA D'AUTUNNO 2026;14;2026-09-06;09:15:38;2026-09-05;D;T;C;306;;BAR;I;BIONDA MEDIA;;BIONDA MEDIA;1,00;5,00;5,00
20;3;FESTA D'AUTUNNO 2026;14;2026-09-06;09:15:38;2026-09-05;D;T;C;306;;BAR;I;ROSSA MEDIA;;ROSSA MEDIA;1,00;5,50;5,50
20;3;FESTA D'AUTUNNO 2026;15;2026-09-06;14:20:04;2026-09-06;L;T;C;114;;PRIMI;K;PENNE RAGU';;PENNE RAGU';1,00;6,00;6,00
20;3;FESTA D'AUTUNNO 2026;15;2026-09-06;14:20:04;2026-09-06;L;T;C;114;;PRIMI;K;PENNE FORMAGGI;;PENNE FORMAGGI;1,00;6,00;6,00
20;3;FESTA D'AUTUNNO 2026;15;2026-09-06;14:20:04;2026-09-06;L;T;C;114;;PRIMI;K;GNOCCHI RAGU';;GNOCCHI RAGU';1,00;6,00;6,00
20;3;FESTA D'AUTUNNO 2026;15;2026-09-06;14:20:04;2026-09-06;L;T;C;114;;PRIMI;K;GNOCCHI FORMAGGI;;GNOCCHI FORMAGGI;1,00;6,00;6,00
20;3;FESTA D'AUTUNNO 2026;15;2026-09-06;14:20:04;2026-09-06;L;T;C;114;;PRIMI;I;TAGLIATELLE FUNGHI;;TAGLIATELLE FUNGHI;1,00;7,00;7,00
20;3;FESTA D'AUTUNNO 2026;15;2026-09-06;14:20:04;2026-09-06;L;T;C;114;;PRIMI;I;LASAGNE AUTUNNO;;LASAGNE AUTUNNO;1,00;7,50;7,50
20;3;FESTA D'AUTUNNO 2026;15;2026-09-06;14:20:04;2026-09-06;L;T;C;114;;PRIMI;I;ANTIPASTO AUTUNNO;;ANTIPASTO AUTUNNO;2,00;6,00;12,00
20;3;FESTA D'AUTUNNO 2026;15;2026-09-06;14:20:04;2026-09-06;L;T;C;114;;SECONDI;K;SALSICCE;;SALSICCE;2,00;6,00;12,00
20;3;FESTA D'AUTUNNO 2026;15;2026-09-06;14:20:04;2026-09-06;L;T;C;114;;SECONDI;K;BRACIOLA;;BRACIOLA;1,00;7,00;7,00
20;3;FESTA D'AUTUNNO 2026;15;2026-09-06;14:20:04;2026-09-06;L;T;C;114;;SECONDI;K;BIS;;BIS;1,00;6,50;6,50
20;3;FESTA D'AUTUNNO 2026;15;2026-09-06;14:20:04;2026-09-06;L;T;C;114;;SECONDI;K;PIATTO SAGRA;;PIATTO SAGRA;2,00;14,00;28,00
20;3;FESTA D'AUTUNNO 2026;15;2026-09-06;14:20:04;2026-09-06;L;T;C;114;;SECONDI;I;PATATE FRITTE;;PATATE FRITTE;4,00;3,00;12,00
20;3;FESTA D'AUTUNNO 2026;15;2026-09-06;14:20:04;2026-09-06;L;T;C;114;;SECONDI;I;FAGIOLI CIPOLLA;;FAGIOLI CIPOLLA;2,00;3,00;6,00
20;3;FESTA D'AUTUNNO 2026;15;2026-09-06;14:20:04;2026-09-06;L;T;C;114;;BAR;I;CARAFFA BIONDA;;CARAFFA BIONDA;1,00;12,00;12,00
20;3;FESTA D'AUTUNNO 2026;15;2026-09-06;14:20:04;2026-09-06;L;T;C;114;;BAR;I;CARAFFA ROSSA;;CARAFFA ROSSA;1,00;13,00;13,00
20;3;FESTA D'AUTUNNO 2026;15;2026-09-06;14:20:04;2026-09-06;L;T;C;114;;BAR;I;BOTTIGLIA PROSECCO;;BOTTIGLIA PROSECCO;1,00;7,00;7,00
20;3;FESTA D'AUTUNNO 2026;15;2026-09-06;14:20:04;2026-09-06;L;T;C;114;;BAR;I;BOTTIGLIA CABERNET;;BOTTIGLIA CABERNET;1,00;8,00;8,00
20;3;FESTA D'AUTUNNO 2026;16;2026-09-06;15:28:52;2026-09-06;L;T;E;413;Gianni;PRIMI;K;PENNE RAGU';;PENNE RAGU';1,00;6,00;6,00
20;3;FESTA D'AUTUNNO 2026;16;2026-09-06;15:28:52;2026-09-06;L;T;E;413;Gianni;PRIMI;K;GNOCCHI RAGU';;GNOCCHI RAGU';1,00;6,00;6,00
20;3;FESTA D'AUTUNNO 2026;16;2026-09-06;15:28:52;2026-09-06;L;T;E;413;Gianni;PRIMI;K;GNOCCHI ANATRA;;GNOCCHI ANATRA;1,00;7,00;7,00
20;3;FESTA D'AUTUNNO 2026;16;2026-09-06;15:28:52;2026-09-06;L;T;E;413;Gianni;PRIMI;I;ANTIPASTO AUTUNNO;;ANTIPASTO AUTUNNO;1,00;6,00;6,00
20;3;FESTA D'AUTUNNO 2026;16;2026-09-06;15:28:52;2026-09-06;L;T;E;413;Gianni;SECONDI;K;SALSICCE;;SALSICCE;1,00;6,00;6,00
20;3;FESTA D'AUTUNNO 2026;16;2026-09-06;15:28:52;2026-09-06;L;T;E;413;Gianni;SECONDI;K;BRACIOLA;;BRACIOLA;1,00;7,00;7,00
20;3;FESTA D'AUTUNNO 2026;16;2026-09-06;15:28:52;2026-09-06;L;T;E;413;Gianni;SECONDI;K;PIATTO SAGRA;;PIATTO SAGRA;1,00;14,00;14,00
